Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
7.221358833,1,1,1,1,0,1
7.221397542,1,1,1,1,1,1
7.221401667,1,1,1,1,1,0
7.221475625,1,1,1,1,1,1
7.221480667,0,1,1,1,1,1
7.221485958,1,1,1,1,1,1
7.221490083,1,0,1,1,1,1
7.221497625,1,1,1,1,1,1
7.221501708,1,1,0,1,1,1
7.221513792,1,1,1,1,1,1
7.221517958,1,1,1,0,1,1
7.221538375,1,1,1,1,1,1
7.221542542,1,1,1,1,0,1
7.221581250,1,1,1,1,1,1
7.221585375,1,1,1,1,1,0
7.221659083,1,1,1,1,1,1
7.221663917,0,1,1,1,1,1
7.221669167,1,1,1,1,1,1
7.221673292,1,0,1,1,1,1
7.221680792,1,1,1,1,1,1
7.221684875,1,1,0,1,1,1
7.221696958,1,1,1,1,1,1
7.221701125,1,1,1,0,1,1
7.221721542,1,1,1,1,1,1
7.221725708,1,1,1,1,0,1
7.221764417,1,1,1,1,1,1
7.221768500,1,1,1,1,1,0
7.221842250,1,1,1,1,1,1
7.221847125,0,1,1,1,1,1
7.221852333,1,1,1,1,1,1
7.221856458,1,0,1,1,1,1
7.221863958,1,1,1,1,1,1
7.221868083,1,1,0,1,1,1
7.221880125,1,1,1,1,1,1
7.221884292,1,1,1,0,1,1
7.221904750,1,1,1,1,1,1
7.221908917,1,1,1,1,0,1
7.221947625,1,1,1,1,1,1
7.221951750,1,1,1,1,1,0
7.222025458,1,1,1,1,1,1
7.222030333,0,1,1,1,1,1
7.222035542,1,1,1,1,1,1
7.222039667,1,0,1,1,1,1
7.222047167,1,1,1,1,1,1
7.222051250,1,1,0,1,1,1
7.222063333,1,1,1,1,1,1
7.222067500,1,1,1,0,1,1
7.222087958,1,1,1,1,1,1
7.222092083,1,1,1,1,0,1
7.222130833,1,1,1,1,1,1
7.222134917,1,1,1,1,1,0
7.222208667,1,1,1,1,1,1
7.222213542,0,1,1,1,1,1
7.222218750,1,1,1,1,1,1
7.222222875,1,0,1,1,1,1
7.222230375,1,1,1,1,1,1
7.222234458,1,1,0,1,1,1
7.222246542,1,1,1,1,1,1
7.222250708,1,1,1,0,1,1
7.222271167,1,1,1,1,1,1
7.222275292,1,1,1,1,0,1
7.222314000,1,1,1,1,1,1
7.222318125,1,1,1,1,1,0
7.222391875,1,1,1,1,1,1
7.222396750,0,1,1,1,1,1
7.222401958,1,1,1,1,1,1
7.222406083,1,0,1,1,1,1
7.222413625,1,1,1,1,1,1
7.222417708,1,1,0,1,1,1
7.222429792,1,1,1,1,1,1
7.222434833,1,1,1,0,1,1
7.222455917,1,1,1,1,1,1
7.222460083,1,1,1,1,0,1
7.222498833,1,1,1,1,1,1
7.222502917,1,1,1,1,1,0
7.222576667,1,1,1,1,1,1
7.222581542,0,1,1,1,1,1
7.222586750,1,1,1,1,1,1
7.222590875,1,0,1,1,1,1
7.222598375,1,1,1,1,1,1
7.222602458,1,1,0,1,1,1
7.222614542,1,1,1,1,1,1
7.222618708,1,1,1,0,1,1
7.222639167,1,1,1,1,1,1
7.222643292,1,1,1,1,0,1
7.222682000,1,1,1,1,1,1
7.222686125,1,1,1,1,1,0
7.222759875,1,1,1,1,1,1
7.222764708,0,1,1,1,1,1
7.222769958,1,1,1,1,1,1
7.222774083,1,0,1,1,1,1
7.222781583,1,1,1,1,1,1
7.222785667,1,1,0,1,1,1
