Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
2.142603208,1,1,1,1,0,1
2.142651792,1,1,1,1,1,1
2.142656250,1,1,1,1,1,0
2.142752750,1,1,1,1,1,1
2.142757375,0,1,1,1,1,1
2.142760833,1,1,1,1,1,1
2.142765000,1,0,1,1,1,1
2.142771667,1,1,1,1,1,1
2.142775875,1,1,0,1,1,1
2.142788500,1,1,1,1,1,1
2.142792750,1,1,1,0,1,1
2.142817375,1,1,1,1,1,1
2.142821875,1,1,1,1,0,1
2.142870458,1,1,1,1,1,1
2.142874875,1,1,1,1,1,0
2.142971375,1,1,1,1,1,1
2.142976000,0,1,1,1,1,1
2.142979458,1,1,1,1,1,1
2.142983667,1,0,1,1,1,1
2.142990292,1,1,1,1,1,1
2.142994500,1,1,0,1,1,1
2.143007125,1,1,1,1,1,1
2.143011375,1,1,1,0,1,1
2.143036000,1,1,1,1,1,1
2.143040500,1,1,1,1,0,1
2.143089750,1,1,1,1,1,1
2.143094208,1,1,1,1,1,0
2.143190667,1,1,1,1,1,1
2.143195292,0,1,1,1,1,1
2.143198750,1,1,1,1,1,1
2.143202958,1,0,1,1,1,1
2.143209583,1,1,1,1,1,1
2.143213792,1,1,0,1,1,1
2.143226417,1,1,1,1,1,1
2.143230667,1,1,1,0,1,1
2.143255292,1,1,1,1,1,1
2.143259792,1,1,1,1,0,1
2.143308333,1,1,1,1,1,1
2.143312792,1,1,1,1,1,0
2.143409292,1,1,1,1,1,1
2.143413917,0,1,1,1,1,1
2.143417333,1,1,1,1,1,1
2.143421542,1,0,1,1,1,1
2.143428208,1,1,1,1,1,1
2.143432417,1,1,0,1,1,1
2.143445042,1,1,1,1,1,1
2.143449292,1,1,1,0,1,1
2.143473917,1,1,1,1,1,1
2.143478375,1,1,1,1,0,1
2.143526958,1,1,1,1,1,1
2.143531417,1,1,1,1,1,0
2.143627917,1,1,1,1,1,1
2.143632542,0,1,1,1,1,1
2.143636000,1,1,1,1,1,1
2.143640167,1,0,1,1,1,1
2.143646833,1,1,1,1,1,1
2.143651042,1,1,0,1,1,1
2.143663667,1,1,1,1,1,1
2.143667917,1,1,1,0,1,1
2.143692542,1,1,1,1,1,1
