Time (s),Channel 1 (V)
1.63378488,-0.0008095127087391468
1.63427316,-0.001143456530597758
1.63476144,-0.0008095127087391468
1.63524972,-0.0008095127087391468
1.635738,-0.0008095127087391468
1.63622628,-0.0008095127087391468
1.63671456,-0.001143456530597758
1.63720284,-0.0008095127087391468
1.63769112,-0.0008095127087391468
1.6381794,-0.001143456530597758
1.63866768,-0.0008095127087391468
1.63915596,-0.0008095127087391468
1.63964424,-0.001143456530597758
1.64013252,-0.001143456530597758
1.6406208,-0.001143456530597758
1.64110908,-0.0008095127087391468
1.64159736,-0.0008095127087391468
1.64208564,-0.0008095127087391468
1.64257392,-0.001143456530597758
1.6430622,-0.001143456530597758
1.64355048,-0.001143456530597758
1.64403876,-0.001143456530597758
1.64452704,-0.001143456530597758
1.64501532,-0.001143456530597758
1.6455036,-0.0008095127087391468
1.64599188,-0.0008095127087391468
1.64648016,-0.001143456530597758
1.64696844,-0.001143456530597758
1.64745672,-0.0008095127087391468
1.647945,-0.001143456530597758
1.64843328,-0.0008095127087391468
1.64892156,-0.001143456530597758
1.64940984,-0.0008095127087391468
1.64989812,-0.001143456530597758
1.6503864,-0.001143456530597758
1.65087468,-0.0008095127087391468
1.65136296,-0.0008095127087391468
1.65185124,-0.0008095127087391468
1.65233952,-0.0008095127087391468
1.6528278,-0.0008095127087391468
1.65331608,-0.0008095127087391468
1.65380436,-0.0008095127087391468
1.65429264,-0.0008095127087391468
1.65478092,-0.001143456530597758
1.6552692,-0.0008095127087391468
1.65575748,-0.0008095127087391468
1.65624576,-0.0008095127087391468
1.65673404,-0.0008095127087391468
1.65722232,-0.0008095127087391468
1.6577106,-0.001143456530597758
1.65819888,-0.001143456530597758
1.65868716,-0.001143456530597758
1.65917544,-0.001143456530597758
1.65966372,-0.001143456530597758
1.660152,-0.001143456530597758
1.66064028,-0.0008095127087391468
1.66112856,-0.001143456530597758
1.66161684,-0.001143456530597758
1.66210512,-0.001143456530597758
1.6625934,-0.001143456530597758
1.66308168,-0.001143456530597758
1.66356996,-0.001143456530597758
1.66405824,-0.001143456530597758
1.66454652,-0.001143456530597758
1.6650348,-0.0008095127087391468
1.66552308,-0.0008095127087391468
1.66601136,-0.0008095127087391468
1.66649964,-0.001143456530597758
1.66698792,-0.001143456530597758
1.6674762,-0.001143456530597758
1.66796448,-0.0008095127087391468
1.66845276,-0.001143456530597758
1.66894104,-0.001143456530597758
1.66942932,-0.0008095127087391468
1.6699176,-0.001143456530597758
1.67040588,-0.0008095127087391468
1.67089416,-0.0008095127087391468
1.67138244,-0.001143456530597758
1.67187072,-0.001143456530597758
1.672359,-0.0008095127087391468
1.67284728,-0.001143456530597758
1.67333556,-0.001143456530597758
1.67382384,-0.001143456530597758
1.67431212,-0.001143456530597758
1.6748004,-0.001143456530597758
1.67528868,-0.001143456530597758
1.67577696,-0.001143456530597758
1.67626524,-0.0008095127087391468
1.67675352,-0.001143456530597758
1.6772418,-0.0008095127087391468
1.67773008,-0.001143456530597758
1.67821836,-0.001143456530597758
1.67870664,-0.001143456530597758
1.67919492,-0.001143456530597758
1.6796832,-0.001143456530597758
1.68017148,-0.001143456530597758
1.68065976,-0.001143456530597758
1.68114804,-0.001143456530597758
1.68163632,-0.0008095127087391468
1.6821246,-0.0008095127087391468
1.68261288,-0.001143456530597758
1.68310116,-0.001143456530597758
1.68358944,-0.001143456530597758
1.68407772,-0.001143456530597758
1.684566,-0.001143456530597758
1.68505428,-0.001143456530597758
1.68554256,-0.0008095127087391468
1.68603084,-0.0008095127087391468
1.68651912,-0.001143456530597758
1.6870074,-0.001143456530597758
1.68749568,-0.001143456530597758
1.68798396,-0.001143456530597758
1.68847224,-0.001143456530597758
1.68896052,-0.001143456530597758
1.6894488,-0.001143456530597758
1.68993708,-0.0008095127087391468
1.69042536,-0.001143456530597758
1.69091364,-0.001143456530597758
1.69140192,-0.001143456530597758
1.6918902,-0.001143456530597758
1.69237848,-0.001143456530597758
1.69286676,-0.001143456530597758
1.69335504,-0.0008095127087391468
1.69384332,-0.0008095127087391468
1.6943316,-0.0008095127087391468
1.69481988,-0.0008095127087391468
1.69530816,-0.0008095127087391468
1.69579644,-0.0008095127087391468
1.69628472,-0.0008095127087391468
1.696773,-0.001143456530597758
1.69726128,-0.0008095127087391468
1.69774956,-0.001143456530597758
1.69823784,-0.001143456530597758
1.69872612,-0.0008095127087391468
1.6992144,-0.0008095127087391468
1.69970268,-0.0008095127087391468
1.70019096,-0.001143456530597758
1.70067924,-0.0008095127087391468
1.70116752,-0.0008095127087391468
1.7016558,-0.0008095127087391468
1.70214408,-0.0008095127087391468
1.70263236,-0.0008095127087391468
1.70312064,-0.001143456530597758
1.70360892,-0.001143456530597758
1.7040972,-0.0008095127087391468
1.70458548,-0.001143456530597758
1.70507376,-0.001143456530597758
1.70556204,-0.001143456530597758
1.70605032,-0.0008095127087391468
1.7065386,-0.001143456530597758
1.70702688,-0.0008095127087391468
1.70751516,-0.001143456530597758
1.70800344,-0.0008095127087391468
1.70849172,-0.0008095127087391468
1.70898,-0.001143456530597758
1.70946828,-0.0008095127087391468
1.70995656,-0.0008095127087391468
1.71044484,-0.0008095127087391468
1.71093312,-0.0008095127087391468
1.7114214,-0.0008095127087391468
1.71190968,-0.0008095127087391468
1.71239796,-0.0008095127087391468
1.71288624,-0.0008095127087391468
1.71337452,-0.0008095127087391468
1.7138628,-0.0008095127087391468
1.71435108,-0.0008095127087391468
1.71483936,-0.0008095127087391468
1.71532764,-0.0008095127087391468
1.71581592,-0.0008095127087391468
1.7163042,-0.0008095127087391468
1.71679248,-0.0008095127087391468
1.71728076,-0.0008095127087391468
1.71776904,-0.0008095127087391468
1.71825732,-0.0008095127087391468
1.7187456,-0.0008095127087391468
1.71923388,-0.0008095127087391468
1.71972216,-0.0008095127087391468
1.72021044,-0.0008095127087391468
1.72069872,-0.0008095127087391468
1.721187,-0.0008095127087391468
1.72167528,-0.0008095127087391468
1.72216356,-0.0008095127087391468
1.72265184,-0.0008095127087391468
1.72314012,-0.0008095127087391468
1.7236284,-0.0008095127087391468
1.72411668,-0.0008095127087391468
